Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
205,r+g+a,great,FALSE,,,rga,0,,,,r,,g,,,a,,,,g,r,e,,r,g,a,,,,,,+,,,,,,Keep,great
206,u+i+e+d+t+n,united,FALSE,,,uiedtn,0,,u,i,e,,,d,,t,n,,,u,n,i,,u,i,e,d,t,n,,,+,,,,,,Keep,united
207,o+e+h+t+l,hotel,FALSE,,,oehtl,0,,,o,e,,,h,,t,l,,,h,o,t,,o,e,h,t,l,,,,+,,,,,,Keep,hotel
208,r+a+l,real,FALSE,,,ral,0,,,,r,,,,,a,l,,,r,e,a,,r,a,l,,,,,,+,,,,,,Remove,FALSE
209,i+e+m+t,item,FALSE,,,iemt,1,,,i,e,m,,,,t,,,,i,t,e,,i,e,m,t,,,,,+,,,,,,Remove,FALSE
210,i+r+t+n,international,FALSE,,,irtn,0,,,i,r,,,,,t,n,,,i,n,t,,i,r,t,n,,,,,+,,,,,,Keep,international
211,e+c+t+n,center,FALSE,,,ectn,0,,,,e,c,,,,t,n,,,c,e,n,,e,c,t,n,,,,,+,,,,,,Keep,center
212,e+b+a+y,ebay,FALSE,,,ebay,0,,,,e,,,,b,a,,y,,e,b,a,,e,b,a,y,,,,,+,,,,,,Remove,FALSE
213,u+m+t+s,must,FALSE,,,umts,0,,u,,,m,,,,t,,s,,m,u,s,,u,m,t,s,,,,,+,,,,,,Remove,FALSE
214,o+r+t+s,store,FALSE,,,orts,0,,,o,r,,,,,t,,s,,s,t,o,,o,r,t,s,,,,,+,,,,,,Keep,store
215,r+v+t+l,travel,FALSE,,,rvtl,0,,,,r,v,,,,t,l,,,t,r,a,,r,v,t,l,,,,,+,,,,,,Keep,travel
216,o+e+c+t+n+s,comments,FALSE,,,oectns,0,,,o,e,c,,,,t,n,s,,c,o,m,,o,e,c,t,n,s,,,+,,,,,,Keep,comments
217,e+m+d+a,made,FALSE,,,emda,0,,,,e,m,,d,,a,,,,m,a,d,,e,m,d,a,,,,,+,,,,,,Remove,FALSE
218,o+e+v+d+t+l,development,FALSE,,,oevdtl,0,,,o,e,v,,d,,t,l,,,d,e,v,,o,e,v,d,t,l,,,+,,,,,,Keep,development
219,o+r+p+t,report,FALSE,,,orpt,0,,,o,r,,,p,,t,,,,r,e,p,,o,r,p,t,,,,,+,,,,,,Keep,report
220,o+f,off,FALSE,,,of,1,,,o,,,,f,,,,,,o,f,f,,o,f,,,,,,,+,,,,,,Remove,FALSE
221,e+m+b,member,FALSE,,,emb,0,,,,e,m,,,b,,,,,m,e,m,,e,m,b,,,,,,+,,,,,,Keep,member
222,i+e+d+t+l+s,details,FALSE,,,iedtls,0,,,i,e,,,d,,t,l,s,,d,e,t,,i,e,d,t,l,s,,,+,,,,,,Keep,details
223,i+e+l,line,FALSE,,,iel,0,,,i,e,,,,,,l,,,l,i,n,,i,e,l,,,,,,+,,,,,,Remove,FALSE
224,e+m+t+s,terms,FALSE,,,emts,1,,,,e,m,,,,t,,s,,t,e,r,,e,m,t,s,,,,,+,,,,,,Keep,terms
225,o+e+f+b,before,FALSE,,,oefb,0,,,o,e,,,f,b,,,,,b,e,f,,o,e,f,b,,,,,+,,,,,,Keep,before
226,o+e+h+t+l+s,hotels,FALSE,,,oehtls,0,,,o,e,,,h,,t,l,s,,h,o,t,,o,e,h,t,l,s,,,+,,,,,,Keep,hotels
227,i+d,did,FALSE,,,id,0,,,i,,,,d,,,,,,d,i,d,,i,d,,,,,,,+,,,,,,Remove,FALSE
228,e+d+n+s,send,FALSE,,,edns,0,,,,e,,,d,,,n,s,,s,e,n,,e,d,n,s,,,,,+,,,,,,Remove,FALSE
229,i+r+g+h+t,right,FALSE,,,irght,0,,,i,r,,g,h,,t,,,,r,i,g,,i,r,g,h,t,,,,+,,,,,,Keep,right
230,e+p+t+y,type,FALSE,,,epty,0,,,,e,,,p,,t,,y,,t,y,p,,e,p,t,y,,,,,+,,,,,,Remove,FALSE
231,u+e+c+b+a+s,because,FALSE,,,uecbas,0,,u,,e,c,,,b,a,,s,,b,e,c,,u,e,c,b,a,s,,,+,,,,,,Keep,because
232,o+c+a+l,local,FALSE,,,ocal,0,,,o,,c,,,,a,l,,,l,o,c,,o,c,a,l,,,,,+,,,,,,Keep,local
233,o+e+h+t+s,those,FALSE,,,oehts,0,,,o,e,,,h,,t,,s,,t,h,o,,o,e,h,t,s,,,,+,,,,,,Keep,those
234,u+i+g+n+s,using,FALSE,,,uigns,0,,u,i,,,g,,,,n,s,,u,s,i,,u,i,g,n,s,,,,+,,,,,,Keep,using
235,u+r+t+l+s,results,FALSE,,,urtls,0,,u,,r,,,,,t,l,s,,r,e,s,,u,r,t,l,s,,,,+,,,,,,Keep,results
236,o+e+c+f,office,FALSE,,,oecf,0,,,o,e,c,,f,,,,,,o,f,f,,o,e,c,f,,,,,+,,,,,,Keep,office
237,u+i+e+c+d+a+n,education,FALSE,,,uiecdan,0,,u,i,e,c,,d,,a,n,,,e,d,u,,u,i,e,c,d,a,n,,+,,,,,,Keep,education
238,i+a+n,national,FALSE,,,ian,0,,,i,,,,,,a,n,,,n,a,t,,i,a,n,,,,,,+,,,,,,Keep,national
239,r+c+a,car,FALSE,,,rca,0,,,,r,c,,,,a,,,,c,a,r,,r,c,a,,,,,,+,,,,,,Remove,FALSE
240,i+e+g+d+n+s,design,FALSE,,,iegdns,0,,,i,e,,g,d,,,n,s,,d,e,s,,i,e,g,d,n,s,,,+,,,,,,Keep,design
241,e+k+t,take,FALSE,,,ekt,0,,,,e,k,,,,t,,,,t,a,k,,e,k,t,,,,,,+,,,,,,Remove,FALSE
242,o+e+p+t+s,posted,FALSE,,,oepts,0,,,o,e,,,p,,t,,s,,p,o,s,,o,e,p,t,s,,,,+,,,,,,Keep,posted
243,i+r+t+n,internet,FALSE,,,irtn,1,,,i,r,,,,,t,n,,,i,n,t,,i,r,t,n,,,,,+,,,,,,Keep,internet
244,r+d+a+s,address,FALSE,,,rdas,0,,,,r,,,d,,a,,s,,a,d,d,,r,d,a,s,,,,,+,,,,,,Keep,address
245,u+o+c+t+n+y,community,FALSE,,,uoctny,0,,u,o,,c,,,,t,n,y,,c,o,m,,u,o,c,t,n,y,,,+,,,,,,Keep,community
246,i+w+h+t+n,within,FALSE,,,iwhtn,0,,,i,,,w,h,,t,n,,,w,i,t,,i,w,h,t,n,,,,+,,,,,,Keep,within
247,r+a,area,FALSE,,,ra,1,,,,r,,,,,a,,,,a,r,e,,r,a,,,,,,,+,,,,,,Remove,FALSE
248,w+a+n,want,FALSE,,,wan,0,,,,,,w,,,a,n,,,w,a,n,,w,a,n,,,,,,+,,,,,,Remove,FALSE
249,o+e+p+n,phone,FALSE,,,oepn,0,,,o,e,,,p,,,n,,,p,h,o,,o,e,p,n,,,,,+,,,,,,Keep,phone
250,v+d,dvd,FALSE,,,vd,0,,,,,v,,d,,,,,,d,v,d,,v,d,,,,,,,+,,,,,,Remove,FALSE
251,i+g+h+n+s,shipping,FALSE,,,ighns,0,,,i,,,g,h,,,n,s,,s,h,i,,i,g,h,n,s,,,,+,,,,,,Keep,shipping
252,r+v+d+s,reserved,FALSE,,,rvds,0,,,,r,v,,d,,,,s,,r,e,s,,r,v,d,s,,,,,+,,,,,,Keep,reserved
253,u+e+c+b+t+j+s,subject,FALSE,,,uecbtjs,0,,u,,e,c,,,b,t,j,s,,s,u,b,,u,e,c,b,t,j,s,,+,,,,,,Keep,subject
254,e+w+b+t+n,between,FALSE,,,ewbtn,0,,,,e,,w,,b,t,n,,,b,e,t,,e,w,b,t,n,,,,+,,,,,,Keep,between
255,u+o+r+m+f,forum,FALSE,,,uormf,0,,u,o,r,m,,f,,,,,,f,o,r,,u,o,r,m,f,,,,+,,,,,,Keep,forum
256,i+m+f+a+l+y,family,FALSE,,,imfaly,0,,,i,,m,,f,,a,l,y,,f,a,m,,i,m,f,a,l,y,,,+,,,,,,Keep,family
257,o+g+l,long,FALSE,,,ogl,0,,,o,,,g,,,,l,,,l,o,n,,o,g,l,,,,,,+,,,,,,Remove,FALSE
258,e+d+b+a+s,based,FALSE,,,edbas,0,,,,e,,,d,b,a,,s,,b,a,s,,e,d,b,a,s,,,,+,,,,,,Keep,based
259,o+e+c+d,code,FALSE,,,oecd,0,,,o,e,c,,d,,,,,,c,o,d,,o,e,c,d,,,,,+,,,,,,Remove,FALSE
260,o+w+h+s,show,FALSE,,,owhs,0,,,o,,,w,h,,,,s,,s,h,o,,o,w,h,s,,,,,+,,,,,,Remove,FALSE
261,e+v+n,even,FALSE,,,evn,0,,,,e,v,,,,,n,,,e,v,e,,e,v,n,,,,,,+,,,,,,Remove,FALSE
262,k+b+a+l,black,FALSE,,,kbal,0,,,,,k,,,b,a,l,,,b,l,a,,k,b,a,l,,,,,+,,,,,,Keep,black
263,e+c+h,check,FALSE,,,ech,0,,,,e,c,,h,,,,,,c,h,e,,e,c,h,,,,,,+,,,,,,Keep,check
264,i+e+c+p+a+l+s,special,FALSE,,,iecpals,0,,,i,e,c,,p,,a,l,s,,s,p,e,,i,e,c,p,a,l,s,,+,,,,,,Keep,special
265,i+r+c+p+s,prices,FALSE,,,ircps,0,,,i,r,c,,p,,,,s,,p,r,i,,i,r,c,p,s,,,,+,,,,,,Keep,prices
266,i+e+w+b+t+s,website,FALSE,,,iewbts,0,,,i,e,,w,,b,t,,s,,w,e,b,,i,e,w,b,t,s,,,+,,,,,,Keep,website
267,i+e+d+x+n,index,FALSE,,,iedxn,0,,,i,e,,,d,x,,n,,,i,n,d,,i,e,d,x,n,,,,+,,,,,,Keep,index
268,i+e+g+b+n,being,FALSE,,,iegbn,0,,,i,e,,g,,b,,n,,,b,e,i,,i,e,g,b,n,,,,+,,,,,,Keep,being
269,o+e+m+w+n,women,FALSE,,,oemwn,0,,,o,e,m,w,,,,n,,,w,o,m,,o,e,m,w,n,,,,+,,,,,,Keep,women
270,u+m+h,much,FALSE,,,umh,0,,u,,,m,,h,,,,,,m,u,c,,u,m,h,,,,,,+,,,,,,Remove,FALSE
271,i+g+n+s,sign,FALSE,,,igns,0,,,i,,,g,,,,n,s,,s,i,g,,i,g,n,s,,,,,+,,,,,,Remove,FALSE
272,i+e+f+l,file,FALSE,,,iefl,1,,,i,e,,,f,,,l,,,f,i,l,,i,e,f,l,,,,,+,,,,,,Remove,FALSE
273,i+k+l,link,FALSE,,,ikl,0,,,i,,k,,,,,l,,,l,i,n,,i,k,l,,,,,,+,,,,,,Remove,FALSE
274,o+e+p+n,open,FALSE,,,oepn,1,,,o,e,,,p,,,n,,,o,p,e,,o,e,p,n,,,,,+,,,,,,Remove,FALSE
275,o+d+t+y,today,FALSE,,,odty,0,,,o,,,,d,,t,,y,,t,o,d,,o,d,t,y,,,,,+,,,,,,Keep,today
276,o+e+c+g+h+t+l+y,technology,FALSE,,,oecghtly,0,,,o,e,c,g,h,,t,l,y,,t,e,c,,o,e,c,g,h,t,l,y,+,,,,,,Keep,technology
277,u+o+h+t+s,south,FALSE,,,uohts,0,,u,o,,,,h,,t,,s,,s,o,u,,u,o,h,t,s,,,,+,,,,,,Keep,south
278,e+c+a+s,case,FALSE,,,ecas,0,,,,e,c,,,,a,,s,,c,a,s,,e,c,a,s,,,,,+,,,,,,Remove,FALSE
279,o+r+c+p+t+j,project,FALSE,,,orcptj,0,,,o,r,c,,p,,t,j,,,p,r,o,,o,r,c,p,t,j,,,+,,,,,,Keep,project
280,e+m+a+s,same,FALSE,,,emas,0,,,,e,m,,,,a,,s,,s,a,m,,e,m,a,s,,,,,+,,,,,,Remove,FALSE
281,e+g+p+a+s,pages,FALSE,,,egpas,0,,,,e,,g,p,,a,,s,,p,a,g,,e,g,p,a,s,,,,+,,,,,,Keep,pages
282,u+k,uk,FALSE,,,uk,0,,u,,,k,,,,,,,,u,k,,,u,k,,,,,,,+,,,,,,Remove,FALSE
283,i+e+v+n+s,version,FALSE,,,ievns,0,,,i,e,v,,,,,n,s,,v,e,r,,i,e,v,n,s,,,,+,,,,,,Keep,version
284,i+e+c+t+n+s,section,FALSE,,,iectns,0,,,i,e,c,,,,t,n,s,,s,e,c,,i,e,c,t,n,s,,,+,,,,,,Keep,section
284,o+w+n,own,FALSE,,,own,1,,,o,,,w,,,,n,,,o,w,n,,o,w,n,,,,,,+,,,,,,Remove,FALSE
285,u+o+f+n,found,FALSE,,,uofn,0,,u,o,,,,f,,,n,,,f,o,u,,u,o,f,n,,,,,+,,,,,,Keep,found
286,o+r+p+t+s,sports,FALSE,,,orpts,0,,,o,r,,,p,,t,,s,,s,p,o,,o,r,p,t,s,,,,+,,,,,,Keep,sports
287,u+o+e+h+s,house,FALSE,,,uoehs,0,,u,o,e,,,h,,,,s,,h,o,u,,u,o,e,h,s,,,,+,,,,,,Keep,house
288,r+d+a+l,related,FALSE,,,rdal,0,,,,r,,,d,,a,l,,,r,e,l,,r,d,a,l,,,,,+,,,,,,Keep,related
289,u+i+e+c+t+s,security,FALSE,,,uiects,0,,u,i,e,c,,,,t,,s,,s,e,c,,u,i,e,c,t,s,,,+,,,,,,Keep,security
290,o+h+b+t,both,FALSE,,,ohbt,0,,,o,,,,h,b,t,,,,b,o,t,,o,h,b,t,,,,,+,,,,,,Remove,FALSE
291,u+o+c+t+n+y,county,FALSE,,,uoctny,1,,u,o,,c,,,,t,n,y,,c,o,u,,u,o,c,t,n,y,,,+,,,,,,Keep,county
292,i+e+m+a+n,american,FALSE,,,ieman,0,,,i,e,m,,,,a,n,,,a,m,e,,i,e,m,a,n,,,,+,,,,,,Keep,american
293,o+p+t,photo,FALSE,,,opt,1,,,o,,,,p,,t,,,,p,h,o,,o,p,t,,,,,,+,,,,,,Keep,photo
294,e+m+g+a,game,FALSE,,,emga,0,,,,e,m,g,,,a,,,,g,a,m,,e,m,g,a,,,,,+,,,,,,Remove,FALSE
295,e+m+b+s,members,FALSE,,,embs,0,,,,e,m,,,b,,,s,,m,e,m,,e,m,b,s,,,,,+,,,,,,Keep,members
296,o+r+w+p,power,FALSE,,,orwp,0,,,o,r,,w,p,,,,,,p,o,w,,o,r,w,p,,,,,+,,,,,,Keep,power
297,i+e+w+h+l,while,FALSE,,,iewhl,0,,,i,e,,w,h,,,l,,,w,h,i,,i,e,w,h,l,,,,+,,,,,,Keep,while
298,r+c+a,care,FALSE,,,rca,1,,,,r,c,,,,a,,,,c,a,r,,r,c,a,,,,,,+,,,,,,Remove,FALSE
299,o+e+k+w+t+n,network,FALSE,,,oekwtn,0,,,o,e,k,w,,,t,n,,,n,e,t,,o,e,k,w,t,n,,,+,,,,,,Keep,network
300,o+w+d+n,down,FALSE,,,owdn,0,,,o,,,w,d,,,n,,,d,o,w,,o,w,d,n,,,,,+,,,,,,Remove,FALSE
301,u+o+r+c+p+t,computer,FALSE,,,uorcpt,1,,u,o,r,c,,p,,t,,,,c,o,m,,u,o,r,c,p,t,,,+,,,,,,Keep,computer
302,e+m+t+s,systems,FALSE,,,emts,2,,,,e,m,,,,t,,s,,s,y,s,,e,m,t,s,,,,,+,,,,,,Keep,systems
303,r+h+t,three,FALSE,,,rht,0,,,,r,,,h,,t,,,,t,h,r,,r,h,t,,,,,,+,,,,,,Keep,three
304,o+t+l,total,FALSE,,,otl,0,,,o,,,,,,t,l,,,t,o,t,,o,t,l,,,,,,+,,,,,,Keep,total
305,e+c+p+a+l,place,FALSE,,,ecpal,0,,,,e,c,,p,,a,l,,,p,l,a,,e,c,p,a,l,,,,+,,,,,,Keep,place
306,e+d+n,end,FALSE,,,edn,1,,,,e,,,d,,,n,,,e,n,d,,e,d,n,,,,,,+,,,,,,Remove,FALSE
307,o+g+f+l,following,FALSE,,,ogfl,0,,,o,,,g,f,,,l,,,f,o,l,,o,g,f,l,,,,,+,,,,,,Keep,following
308,o+w+d+a+l,download,FALSE,,,owdal,0,,,o,,,w,d,,a,l,,,d,o,w,,o,w,d,a,l,,,,+,,,,,,Keep,download
309,i+m+h,him,FALSE,,,imh,0,,,i,,m,,h,,,,,,h,i,m,,i,m,h,,,,,,+,,,,,,Remove,FALSE
310,u+i+w+h+t,without,FALSE,,,uiwht,0,,u,i,,,w,h,,t,,,,w,i,t,,u,i,w,h,t,,,,+,,,,,,Keep,without
311,e+p,per,FALSE,,,ep,0,,,,e,,,p,,,,,,p,e,r,,e,p,,,,,,,+,,,,,,Remove,FALSE
312,e+c+a+s,access,FALSE,,,ecas,1,,,,e,c,,,,a,,s,,a,c,c,,e,c,a,s,,,,,+,,,,,,Keep,access
313,i+k+h+t+n,think,FALSE,,,ikhtn,0,,,i,,k,,h,,t,n,,,t,h,i,,i,k,h,t,n,,,,+,,,,,,Keep,think
314,o+r+h+t+n,north,FALSE,,,orhtn,0,,,o,r,,,h,,t,n,,,n,o,r,,o,r,h,t,n,,,,+,,,,,,Keep,north
315,u+o+r+c+s,resources,FALSE,,,uorcs,0,,u,o,r,c,,,,,,s,,r,e,s,,u,o,r,c,s,,,,+,,,,,,Keep,resources
316,u+r+c+t+n,current,FALSE,,,urctn,0,,u,,r,c,,,,t,n,,,c,u,r,,u,r,c,t,n,,,,+,,,,,,Keep,current
317,o+p+t+s,posts,FALSE,,,opts,1,,,o,,,,p,,t,,s,,p,o,s,,o,p,t,s,,,,,+,,,,,,Keep,posts
318,i+g+b,big,FALSE,,,igb,0,,,i,,,g,,b,,,,,b,i,g,,i,g,b,,,,,,+,,,,,,Remove,FALSE
319,i+e+m+d+a,media,FALSE,,,iemda,0,,,i,e,m,,d,,a,,,,m,e,d,,i,e,m,d,a,,,,+,,,,,,Keep,media
320,w+a+l,law,FALSE,,,wal,0,,,,,,w,,,a,l,,,l,a,w,,w,a,l,,,,,,+,,,,,,Remove,FALSE
321,o+r+c+t+n,control,FALSE,,,orctn,0,,,o,r,c,,,,t,n,,,c,o,n,,o,r,c,t,n,,,,+,,,,,,Keep,control
322,r+w+a,water,FALSE,,,rwa,0,,,,r,,w,,,a,,,,w,a,t,,r,w,a,,,,,,+,,,,,,Keep,water
323,i+r+h+t+s,history,FALSE,,,irhts,0,,,i,r,,,h,,t,,s,,h,i,s,,i,r,h,t,s,,,,+,,,,,,Keep,history
324,u+i+r+c+p+t+s,pictures,FALSE,,,uircpts,0,,u,i,r,c,,p,,t,,s,,p,i,c,,u,i,r,c,p,t,s,,+,,,,,,Keep,pictures
325,i+e+z+s,size,FALSE,,,iezs,0,,,i,e,,z,,,,,s,,s,i,z,,i,e,z,s,,,,,+,,,,,,Remove,FALSE
326,r+a,art,FALSE,,,ra,2,,,,r,,,,,a,,,,a,r,t,,r,a,,,,,,,+,,,,,,Remove,FALSE
327,o+e+p+a+l+s,personal,FALSE,,,oepals,0,,,o,e,,,p,,a,l,s,,p,e,r,,o,e,p,a,l,s,,,+,,,,,,Keep,personal
328,i+e+c+n+s,since,FALSE,,,iecns,0,,,i,e,c,,,,,n,s,,s,i,n,,i,e,c,n,s,,,,+,,,,,,Keep,since
329,u+i+c+g+d+n,including,FALSE,,,uicgdn,0,,u,i,,c,g,d,,,n,,,i,n,c,,u,i,c,g,d,n,,,+,,,,,,Keep,including
330,u+i+e+g+d,guide,FALSE,,,uiegd,0,,u,i,e,,g,d,,,,,,g,u,i,,u,i,e,g,d,,,,+,,,,,,Keep,guide
331,o+h+s,shop,FALSE,,,ohs,0,,,o,,,,h,,,,s,,s,h,o,,o,h,s,,,,,,+,,,,,,Remove,FALSE
332,i+r+c+d+t+y,directory,FALSE,,,ircdty,0,,,i,r,c,,d,,t,,y,,d,i,r,,i,r,c,d,t,y,,,+,,,,,,Keep,directory
333,o+r+d+b+a,board,FALSE,,,ordba,0,,,o,r,,,d,b,a,,,,b,o,a,,o,r,d,b,a,,,,+,,,,,,Keep,board
334,o+c+a+l,location,FALSE,,,ocal,1,,,o,,c,,,,a,l,,,l,o,c,,o,c,a,l,,,,,+,,,,,,Keep,location
335,e+c+g+h+a+n,change,FALSE,,,ecghan,0,,,,e,c,g,h,,a,n,,,c,h,a,,e,c,g,h,a,n,,,+,,,,,,Keep,change
336,i+e+w+h+t,white,FALSE,,,iewht,0,,,i,e,,w,h,,t,,,,w,h,i,,i,e,w,h,t,,,,+,,,,,,Keep,white
337,e+x+t,text,FALSE,,,ext,0,,,,e,,,,x,t,,,,t,e,x,,e,x,t,,,,,,+,,,,,,Remove,FALSE
338,m+a+l+s,small,FALSE,,,mals,0,,,,,m,,,,a,l,s,,s,m,a,,m,a,l,s,,,,,+,,,,,,Keep,small
339,i+r+g+a+n,rating,FALSE,,,irgan,0,,,i,r,,g,,,a,n,,,r,a,t,,i,r,g,a,n,,,,+,,,,,,Keep,rating
340,r+a,rate,FALSE,,,ra,3,,,,r,,,,,a,,,,r,a,t,,r,a,,,,,,,+,,,,,,Remove,FALSE
341,o+r+v+g+t+n,government,FALSE,,,orvgtn,0,,,o,r,v,g,,,t,n,,,g,o,v,,o,r,v,g,t,n,,,+,,,,,,Keep,government
342,i+r+c+h+l,children,FALSE,,,irchl,0,,,i,r,c,,h,,,l,,,c,h,i,,i,r,c,h,l,,,,+,,,,,,Keep,children
343,u+i+r+g+d+n,during,FALSE,,,uirgdn,0,,u,i,r,,g,d,,,n,,,d,u,r,,u,i,r,g,d,n,,,+,,,,,,Keep,during
344,u+a+s,usa,FALSE,,,uas,0,,u,,,,,,,a,,s,,u,s,a,,u,a,s,,,,,,+,,,,,,Remove,FALSE
345,u+r+t+n,return,FALSE,,,urtn,0,,u,,r,,,,,t,n,,,r,e,t,,u,r,t,n,,,,,+,,,,,,Keep,return
346,u+e+d+t+n+s,students,FALSE,,,uedtns,0,,u,,e,,,d,,t,n,s,,s,t,u,,u,e,d,t,n,s,,,+,,,,,,Keep,students
347,o+g+h+n+s,shopping,FALSE,,,oghns,0,,,o,,,g,h,,,n,s,,s,h,o,,o,g,h,n,s,,,,+,,,,,,Keep,shopping
348,u+o+c+a+n,account,FALSE,,,uocan,0,,u,o,,c,,,,a,n,,,a,c,c,,u,o,c,a,n,,,,+,,,,,,Keep,account
349,i+e+m+t+s,times,FALSE,,,iemts,1,,,i,e,m,,,,t,,s,,t,i,m,,i,e,m,t,s,,,,+,,,,,,Keep,times
350,i+e+t+s,sites,FALSE,,,iets,1,,,i,e,,,,,t,,s,,s,i,t,,i,e,t,s,,,,,+,,,,,,Keep,sites
351,e+v+l,level,FALSE,,,evl,0,,,,e,v,,,,,l,,,l,e,v,,e,v,l,,,,,,+,,,,,,Keep,level
352,i+g+d+a+l,digital,FALSE,,,igdal,0,,,i,,,g,d,,a,l,,,d,i,g,,i,g,d,a,l,,,,+,,,,,,Keep,digital
353,o+r+p+l,profile,FALSE,,,orpl,0,,,o,r,,,p,,,l,,,p,r,o,,o,r,p,l,,,,,+,,,,,,Keep,profile
355,u+i+r+v+p+s,previous,FALSE,,,uirvps,0,,u,i,r,v,,p,,,,s,,p,r,e,,u,i,r,v,p,s,,,+,,,,,,Keep,previous
356,o+r+m+f,form,FALSE,,,ormf,1,,,o,r,m,,f,,,,,,f,o,r,,o,r,m,f,,,,,+,,,,,,Remove,FALSE
357,e+v+t+n+s,events,FALSE,,,evtns,0,,,,e,v,,,,t,n,s,,e,v,e,,e,v,t,n,s,,,,+,,,,,,Keep,events
358,o+e+v+l,love,FALSE,,,oevl,0,,,o,e,v,,,,,l,,,l,o,v,,o,e,v,l,,,,,+,,,,,,Remove,FALSE
359,o+d+l,old,FALSE,,,odl,0,,,o,,,,d,,,l,,,o,l,d,,o,d,l,,,,,,+,,,,,,Remove,FALSE
360,o+h+j,john,FALSE,,,ohj,0,,,o,,,,h,,,j,,,j,o,h,,o,h,j,,,,,,+,,,,,,Remove,FALSE
361,i+m+a+n,main,FALSE,,,iman,0,,,i,,m,,,,a,n,,,m,a,i,,i,m,a,n,,,,,+,,,,,,Remove,FALSE
362,c+a+l,call,FALSE,,,cal,0,,,,,c,,,,a,l,,,c,a,l,,c,a,l,,,,,,+,,,,,,Remove,FALSE
363,u+o+r+h+s,hours,FALSE,,,uorhs,0,,u,o,r,,,h,,,,s,,h,o,u,,u,o,r,h,s,,,,+,,,,,,Keep,hours
364,i+e+m+g+a,image,FALSE,,,iemga,0,,,i,e,m,g,,,a,,,,i,m,a,,i,e,m,g,a,,,,+,,,,,,Keep,image
365,e+m+d+a+n,department,FALSE,,,emdan,0,,,,e,m,,d,,a,n,,,d,e,p,,e,m,d,a,n,,,,+,,,,,,Keep,department
366,i+e+t+l,title,FALSE,,,ietl,0,,,i,e,,,,,t,l,,,t,i,t,,i,e,t,l,,,,,+,,,,,,Keep,title
367,i+e+c+d+t+n+s,description,FALSE,,,iecdtns,0,,,i,e,c,,d,,t,n,s,,d,e,s,,i,e,c,d,t,n,s,,+,,,,,,Keep,description
368,o+n,non,FALSE,,,on,2,,,o,,,,,,,n,,,n,o,n,,o,n,,,,,,,+,,,,,,Remove,FALSE
369,u+i+r+c+a+n+s,insurance,FALSE,,,uircans,0,,u,i,r,c,,,,a,n,s,,i,n,s,,u,i,r,c,a,n,s,,+,,,,,,Keep,insurance
370,o+r+h+a+n,another,FALSE,,,orhan,0,,,o,r,,,h,,a,n,,,a,n,o,,o,r,h,a,n,,,,+,,,,,,Keep,another
372,w+h+y,why,FALSE,,,why,0,,,,,,w,h,,,,y,,w,h,y,,w,h,y,,,,,,+,,,,,,Remove,FALSE
373,h+a+l+s,shall,FALSE,,,hals,0,,,,,,,h,,a,l,s,,s,h,a,,h,a,l,s,,,,,+,,,,,,Keep,shall
374,o+r+p+t+y,property,FALSE,,,orpty,0,,,o,r,,,p,,t,,y,,p,r,o,,o,r,p,t,y,,,,+,,,,,,Keep,property
375,c+a+l+s,class,FALSE,,,cals,0,,,,,c,,,,a,l,s,,c,l,a,,c,a,l,s,,,,,+,,,,,,Keep,class
376,c+d,cd,FALSE,,,cd,0,,,,,c,,d,,,,,,c,d,,,c,d,,,,,,,+,,,,,,Remove,FALSE
377,i+t+l+s,still,FALSE,,,itls,1,,,i,,,,,,t,l,s,,s,t,i,,i,t,l,s,,,,,+,,,,,,Keep,still
378,o+e+m+n+y,money,FALSE,,,oemny,0,,,o,e,m,,,,,n,y,,m,o,n,,o,e,m,n,y,,,,+,,,,,,Keep,money
379,u+i+q+a+l+y,quality,FALSE,,,uiqaly,0,,u,i,,,,,q,a,l,y,,q,u,a,,u,i,q,a,l,y,,,+,,,,,,Keep,quality
380,e+v+y,every,FALSE,,,evy,1,,,,e,v,,,,,,y,,e,v,e,,e,v,y,,,,,,+,,,,,,Keep,every
382,i+g+t+l+s,listing,FALSE,,,igtls,0,,,i,,,g,,,t,l,s,,l,i,s,,i,g,t,l,s,,,,+,,,,,,Keep,listing
383,o+e+c+t+n,content,FALSE,,,oectn,0,,,o,e,c,,,,t,n,,,c,o,n,,o,e,c,t,n,,,,+,,,,,,Keep,content
385,u+o+r+c+t+n+y,country,FALSE,,,uorctny,0,,u,o,r,c,,,,t,n,y,,c,o,u,,u,o,r,c,t,n,y,,+,,,,,,Keep,country
386,i+r+v+p+a,private,FALSE,,,irvpa,0,,,i,r,v,,p,,a,,,,p,r,i,,i,r,v,p,a,,,,+,,,,,,Keep,private
387,i+e+t+l,little,FALSE,,,ietl,1,,,i,e,,,,,t,l,,,l,i,t,,i,e,t,l,,,,,+,,,,,,Keep,little
388,i+v+t+s,visit,FALSE,,,ivts,0,,,i,,v,,,,t,,s,,v,i,s,,i,v,t,s,,,,,+,,,,,,Keep,visit
389,e+v+a+s,save,FALSE,,,evas,0,,,,e,v,,,,a,,s,,s,a,v,,e,v,a,s,,,,,+,,,,,,Remove,FALSE
